################################################################
# MalwareBazaar Code Signing Certificate Blocklist (CSCB)      #
# Last updated: 2022-06-17 10:40:02 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "time_stamp_utc","serial_number","thumbprint","thumbprint_algorithm","subject_cn","issuer_cn","valid_from","valid_to","Reason"
"2021-02-16 20:12:20", "d3356318924c8c42959bf1d1574e6482", "962518bfabcda183ed702c09a4ada754bf4da8af8244d7ee57fcf952fd929b8e", "SHA256", "ADV TOURS d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-11T00:00:00Z", "2022-02-11T23:59:59Z", "Quakbot"
"2021-02-15 19:21:51", "038fc745523b41b40d653b83aa381b80", "060d0635e5d5180e54bd7c5119e907806f70db49819f1b68e21c4e25e9dd33b6", "SHA256", "OOO Optima", "Certum Extended Validation Code Signing CA SHA2", "2020-11-23T15:01:48Z", "2021-11-23T15:01:48Z", "CobaltStrike"
"2021-02-14 09:20:00", "a2253aeb5b0ff1aecbfd412c18ccf07a", "d1199917919385e10eabb394818ba788cf5ef71883f2ef1f14beaabf0e15a2a8", "SHA256", "Gallopers Software Solutions Limited", "Sectigo RSA Code Signing CA", "2020-08-27T00:00:00Z", "2021-08-27T23:59:59Z", "RedLineStealer"
"2021-02-14 09:15:49", "64c2505c7306639fc8eae544b0305338", "08f74dce30d09f60dac6e824a712f0f27d81bf65c249a3d112b563e725c407bb", "SHA256", "MANILA Solution as", "Certum Extended Validation Code Signing CA SHA2", "2020-12-31T12:34:03Z", "2021-12-31T12:34:03Z", "CobaltStrike"
"2021-02-13 16:31:25", "AA28C9BD16D9D304F18AF223B27BFA1E", "4FB8F87E10EE0B1AE039C72CF67D34B35036D26C31A7DD23FF88869F40783A92", "SHA256", "Tecno trade d.o.o.", "Sectigo RSA Code Signing CA", "Jan 27 00:00:00 2021 GMT", "Jan 27 23:59:59 2022 GMT", "Quakbot"
"2021-02-13 16:30:58", "1AEC3D3F752A38617C1D7A677D0B5591", "360920AE6F9CD7A56F9E2AFE08113C37ADC2167666C9267291DE035DB0F03699", "SHA256", "SILVER d.o.o.", "Sectigo RSA Code Signing CA", "Jan 27 00:00:00 2021 GMT", "Jan 27 23:59:59 2022 GMT", "Quakbot"
"2021-02-13 16:30:55", "0cf2d0b5bfdd68cf777a0c12f806a569", "e897913a9e5ff2fc1cf1047e887231181455e55f0ca286b05fbdef7094f1a2f4", "SHA256", "PROTIP d.o.o. - v stečaju", "Sectigo RSA Code Signing CA", "2021-01-27T00:00:00Z", "2022-01-27T23:59:59Z", "Quakbot"
"2021-02-03 16:34:10", "37F3384B16D4EEF0A9B3344B50F1D8A3", "2435FF834050871FD7FA41FD3349CBCEE044C30FD8FC988DAB146F9E41134592", "SHA256", "Sore Loser Games ApS", "Sectigo RSA Code Signing CA", "Jan 27 00:00:00 2021 GMT", "Jan 27 23:59:59 2022 GMT", "Quakbot"
"2021-01-28 19:39:37", "08622B9DD9D78E67678ECC21E026522E", "BC08B2BD8209891CB11ADC69616EFDBF3E6AFFF656732741960319B169359D28", "SHA256", "Kayak Republic af 2015 APS", "Sectigo RSA Code Signing CA", "Jan 26 00:00:00 2021 GMT", "Jan 26 23:59:59 2022 GMT", "Quakbot"
"2021-01-27 17:59:24", "D4EF1AB6AB5D3CB35E4EFB7984DEF7A2", "E535E3423F0EA4252A3ADD50281D00C73393E9C6A618C46BFBFB5F24EADF3471", "SHA256", "REIGN BROS ApS", "Sectigo RSA Code Signing CA", "Jan 21 00:00:00 2021 GMT", "Jan 21 23:59:59 2022 GMT", "Quakbot"
"2021-01-27 09:39:40", "7AB21306B11FF280A93FC445876988AB", "1378076B0CD2B366F1E024C6D42001B05B2D73759D75D7F33E09A855EC7357F5", "SHA256", "ABC BIOS d.o.o.", "Sectigo RSA Code Signing CA", "Jan 19 00:00:00 2021 GMT", "Jan 19 23:59:59 2022 GMT", "Quakbot"
"2021-01-20 07:34:28", "4A7F07C5D4AD2E23F9E8E03F0E229DD4", "4B908DA5185986ECF31D16070D823E7A28968BC1F9133DE88A85740B835D9DD5", "SHA256", "Danalis LLC", "Sectigo RSA Code Signing CA", "Dec 23 00:00:00 2020 GMT", "Dec 23 23:59:59 2021 GMT", "Quakbot"
"2021-01-13 20:18:36", "84888D5A12228E8950683ECDAB62FE7A", "F616674576D802AB27860CBF8232B8F3CA243F5D57146020EEA9AE52B3BF0CD4", "SHA256", "Ub30 Limited", "Sectigo RSA Code Signing CA", "Jul  2 00:00:00 2020 GMT", "Jul  2 23:59:59 2021 GMT", "Cobalt Strike"
"2021-01-10 07:12:44", "0A5B4F67AD8B22AFC2DEBE6CE5F8F679", "C7C618BA342F77F2D304CC21F8894A3D806347BDCF8BB57605BF644802E584B9", "SHA256", "Farad LLC", "Sectigo RSA Code Signing CA", "Dec  9 00:00:00 2020 GMT", "Dec  9 23:59:59 2021 GMT", "ParallaxRAT"
"2020-12-24 08:35:52", "D9D419C9095A79B1F764297ADDB935DA", "A08A153749093DD11A39660099A202C46F1E2DA62F3838BF10DE1902BEAE56C8", "SHA256", "OOO Nova soft", "Sectigo RSA Code Signing CA", "Oct 25 00:00:00 2020 GMT", "Oct 25 23:59:59 2021 GMT", "Gozi"
"2020-12-23 15:04:38", "EA720222D92DC8D48E3B3C3B0FC360A6", "22A5C213F126411AF6B017711B10B51C67FAA52159EB88DE1A2BD62DB372C997", "SHA256", "CAVANAGH NETS LIMITED", "Sectigo RSA Code Signing CA", "Dec 16 00:00:00 2020 GMT", "Dec 16 23:59:59 2021 GMT", "Quakbot"
"2020-12-23 10:21:11", "0940FA9A4080F35052B2077333769C2F", "29E512400EDE970C79FEB5430565C83CC5DF21A39CC6DAEAE553F54E38E24FB5", "SHA256", "PROFF LAIN", "DigiCert EV Code Signing CA ", "Oct 24 00:00:00 2020 GMT", "Oct 19 23:59:59 2021 GMT", "Cobalt Strike"
"2020-12-23 10:21:06", "333CA7D100B139B0D9C1A97CB458E226", "13B3CEE29B9C2A321E8317EFDF2C49BA0F5F82016C2F02EEC72F394309B75ACB", "SHA256", "FSE", "Sectigo RSA Code Signing CA", "Dec 16 00:00:00 2020 GMT", "Dec 16 23:59:59 2021 GMT", "Quakbot"
"2020-12-22 10:33:33", "9AE5B177AC3A7CE2AADF1C891B574924", "676B92E6F43DC19FE98086B54E329E5B241120E86782AA027C89C5403FF58452", "SHA256", "OOO Kolorit", "Sectigo RSA Code Signing CA", "Dec 16 00:00:00 2020 GMT", "Dec 16 23:59:59 2021 GMT", "Formbook"
"2020-12-22 10:33:23", "A03EA3A4FA772B17037A0B80F1F968AA", "6D4DF6C6889779C1710E4B4AF44063F92D2393473EFB3CAA7BA77C322683C957", "SHA256", "DREVOKAPITAL", "Sectigo RSA Code Signing CA", "Dec 16 00:00:00 2020 GMT", "Dec 16 23:59:59 2021 GMT", "Quakbot"
"2020-12-21 10:07:42", "E161F76DA3B5E4623892C8E6FDA1EA3D", "5C51CAB2D1DA40FBBF46FF77293D0C8071292C7DA62F9EDF2A8A42CFB19D8114", "SHA256", "TGN Nedelica d.o.o.", "Sectigo RSA Code Signing CA", "Nov 10 00:00:00 2020 GMT", "Nov 10 23:59:59 2021 GMT", "Amadey"
"2020-12-21 10:07:16", "9FAF8705A3EAEF9340800CC4FD38597C", "B6148D833710110450A5D286E6FC372DAB575757C8C448FBEACA4B48F54C4842", "SHA256", "Tekhnokod LLC", "Sectigo RSA Code Signing CA", "Nov 19 00:00:00 2020 GMT", "Nov 19 23:59:59 2021 GMT", "BuerLoader"
"2020-12-18 09:01:45", "C8EDCFE8BE174C2F204D858C5B91DEA5", "D9448FCF0E8D12338329E93214CD68B2668D8166EDE76B74B5118F87199E7B96", "SHA256", "Paarcopy Oy", "Sectigo RSA Code Signing CA", "Dec 16 00:00:00 2020 GMT", "Dec 16 23:59:59 2021 GMT", "Quakbot"
"2020-12-16 08:40:17", "4743E140C05B33F0449023946BD05ACB", "7B32C8CC35B86608C522A38C4FE38EBAA57F27675504CBA32E0AB6BABBF5094A", "SHA256", "STROI RENOV SARL", "Sectigo RSA Code Signing CA", "Dec 11 00:00:00 2020 GMT", "Dec 11 23:59:59 2021 GMT", "Quakbot"
"2020-12-13 08:22:18", "2C1EE9B583310B5E34A1EE6945A34B26", "7AF96A09B6C43426369126CFFFAC018F11E5562CB64D32E5140CFF3F138FFEA4", "SHA256", "OOO Artmarket", "Sectigo RSA Code Signing CA", "Dec 10 00:00:00 2020 GMT", "Dec 10 23:59:59 2021 GMT", "Quakbot"
"2020-12-13 08:22:11", "D338F8A490E37E6C2BE80A0E349929FA", "480A9CE15FC76E03F096FDA5AF16E44E0D6A212D6F09A898F51AD5206149BBE1", "SHA256", "SAGUARO ApS", "Sectigo RSA Code Signing CA", "Dec 10 00:00:00 2020 GMT", "Dec 10 23:59:59 2021 GMT", "Quakbot"
"2020-12-10 09:19:28", "121FCA3CFA4BD011669F5CC4E053AA3F", "5B5B1808ED49AEED9D846A045EB32DBFE7307DF28EC8D1012B505A9A8DB9084D", "SHA256", "Kymijoen Projektipalvelut Oy", "Sectigo RSA Code Signing CA", "Dec  3 00:00:00 2020 GMT", "Dec  3 23:59:59 2021 GMT", "Quakbot"
"2020-12-10 09:19:16", "F675139EA68B897A865A98F8E4611F00", "1489D6ED8669F86DE5BC21DC861AF09AA24F7D086E471E6CB4B51283CB03F2F7", "SHA256", "BS TEHNIK d.o.o.", "Sectigo RSA Code Signing CA", "Dec  3 00:00:00 2020 GMT", "Dec  3 23:59:59 2021 GMT", "Quakbot"
"2020-12-09 10:27:00", "0A55C15F733BF1633E9FFAE8A6E3B37D", "0BEB7DB944AD2348E2751B6B25A6E7A6AB5D2A0B1FE9E9122709B56E36D46D5D", "SHA256", "Osnova OOO", "Sectigo RSA Code Signing CA", "Oct 30 00:00:00 2020 GMT", "Oct 30 23:59:59 2021 GMT", "RemcosRAT"
"2020-12-08 09:20:25", "54A6D33F73129E0EF059CCF51BE0C35E", "B6CA7F11D61FFEC5DEDCCDEFD2D57ECF8765A3635492F53ED18F2B016B5451A7", "SHA256", "STAFFORD MEAT COMPANY", "Sectigo RSA Code Signing CA", "Nov 13 00:00:00 2020 GMT", "Nov 13 23:59:59 2021 GMT", "Gozi"
"2020-12-08 09:20:16", "3990362C34015CE4C23ECC3377FD3C06", "3D5BDCDE11F694BB925BF7AD3F7BBF6A7ED85310F57C428B10BD8F0B091F62C4", "SHA256", "RZOH ApS", "Sectigo RSA Code Signing CA", "Dec  1 00:00:00 2020 GMT", "Dec  1 23:59:59 2021 GMT", "Quakbot"
"2020-12-08 09:20:04", "D875B3E3F2DB6C3EB426E24946066111", "FA21CE349E34D5B1399A02D8B5EBCE7671C95CC82F8C2ED75470E0E942FE93CC", "SHA256", "Kubit LLC", "Sectigo RSA Code Signing CA", "Dec  3 00:00:00 2020 GMT", "Dec  3 23:59:59 2021 GMT", "RemcosRAT"
"2020-12-03 16:03:59", "E267FDBDC16F22E8185D35C437F84C87", "AE47C0814551917E1FB96B1A2393A6423A116A54826C7F08261D90F537FA51D8", "SHA256", "APOTHEKA", "Sectigo RSA Code Signing CA", "Dec  1 00:00:00 2020 GMT", "Dec  1 23:59:59 2021 GMT", "Quakbot"
"2020-12-03 06:50:57", "CA646B4275406DF639CF603756F63D77", "C82310EC9CEFF69C9A177921FE9C6F7BBE73CD879896ADB301A06D0BA92D8DFF", "SHA256", "SHOECORP LIMITED", "Sectigo RSA Code Signing CA", "Nov 20 00:00:00 2020 GMT", "Nov 20 23:59:59 2021 GMT", "Quakbot"
"2020-12-01 19:35:06", "AC307E5257BB814B818D3633B630326F", "884DACE64846B38605895BA3B03422D3FF4C20352C64EFEAA5C257FE30CC30C0", "SHA256", "Aqua Direct s.r.o.", "Sectigo RSA Code Signing CA", "Nov 23 00:00:00 2020 GMT", "Nov 23 23:59:59 2021 GMT", "Quakbot"
"2020-11-29 17:31:36", "B4F42E2C153C904FDA64C957ED7E1028", "AD6D469A1AC6F92237EA79782EA86F259CAFE774C554BAB9F193DFB08F6F091A", "SHA256", "NONO spol. s r.o.", "Sectigo RSA Code Signing CA", "Oct 20 00:00:00 2020 GMT", "Oct 20 23:59:59 2021 GMT", "Gozi"
"2020-11-25 08:34:40", "6A241FFE96A6349DF608D22C02942268", "F97F4B9953124091A5053712B2C22B845B587CB2655156DCAFED202FA7CEEEB1", "SHA256", "HELP", "Sectigo RSA Code Signing CA", "Nov 11 00:00:00 2020 GMT", "Nov 11 23:59:59 2021 GMT", "Quakbot"
"2020-11-24 18:02:41", "1E74CFE7DE8C5F57840A61034414CA9F", "2DFA711A12AED0ACE72E538C57136FA021412F95951C319DCB331A3E529CF86E", "SHA256", "Insta Software Solution Inc.", "Sectigo RSA Code Signing CA", "Aug  5 00:00:00 2020 GMT", "Aug  5 23:59:59 2021 GMT", "Clop Ransomware"
"2020-11-23 14:03:56", "9272607CFC982B782A5D36C4B78F5E7B", "2514C615FE54D511555BC5B57909874E48A438918A54CEA4A0B3FBC401AFA127", "SHA256", "Rada SP Z o o", "Sectigo RSA Code Signing CA", "Nov 12 00:00:00 2020 GMT", "Nov 12 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-16 13:51:49", "32FBF8CFA43DCA3F85EFABE96DFEFA49", "30EB03CEA734157E43F44A048D144CF8DB38FBE310F986C9F46373F83801F3B5", "SHA256", "Foxstyle LLC", "Sectigo RSA Code Signing CA", "Aug 17 00:00:00 2020 GMT", "Aug 17 23:59:59 2021 GMT", "Malware"
"2020-11-15 12:42:34", "7E0CCDA0EF37ACEF6C2EBE4538627E5C", "D032358A31097655857E002CE8EC0FA10DDA8E7569D97955CED1DACC7D79926A", "SHA256", "Orangetree B.V.", "Sectigo RSA Code Signing CA", "Nov  4 00:00:00 2020 GMT", "Nov  4 23:59:59 2021 GMT", "Quakbot"
"2020-11-15 07:37:25", "7B91468122273AA32B7CFC80C331EA13", "409F32DC91542546E7C7F85F687FE3F1ACFFDD853657C8AA8C1C985027F5271D", "SHA256", "OOO KBI", "Sectigo RSA Code Signing CA", "Mar 13 00:00:00 2020 GMT", "Jan 14 23:59:59 2021 GMT", "Malware"
"2020-11-13 12:44:57", "82CB93593B658100CDD7A00C874287F2", "D168D7CF7ADD6001DF83AF1FC603A459E11395A9077579ABCDFD708AD7B7271F", "SHA256", "Sportsonline24 B.V.", "Sectigo RSA Code Signing CA", "Oct 30 00:00:00 2020 GMT", "Oct 30 23:59:59 2021 GMT", "RemcosRAT"
"2020-11-13 12:44:47", "DF683D46D8C3832489672CC4E82D3D5D", "8B63C5EA8D9E4797D77574F35D1C2FDFF650511264B12CE2818C46B19929095B", "SHA256", "Osatokio Oy", "Sectigo RSA Code Signing CA", "Nov 12 00:00:00 2020 GMT", "Nov 12 23:59:59 2021 GMT", "Gozi"
"2020-11-12 15:11:34", "105440F57E9D04419F5A3E72195110E6", "E95C7B4F2E5F64B388E968D0763DA67014EB3AEB8C04BD44333CA3E151AA78C2", "SHA256", "CRYPTOLAYER SRL", "Sectigo RSA Code Signing CA", "Oct 17 00:00:00 2019 GMT", "Oct 16 23:59:59 2021 GMT", "AgentTesla"
"2020-11-12 15:11:25", "C01E41FF29078E6626A640C5A19A8D80", "CCA4A461592E6ADFF4E0A4458EBE29EE4DE5F04C638DBD3B7EE30F3519CFD7E5", "SHA256", "BurnAware", "Sectigo RSA Code Signing CA", "Oct  1 00:00:00 2019 GMT", "Sep 30 23:59:59 2022 GMT", "Malware"
"2020-11-12 09:09:55", "95E5793F2ABE0B4EC9BE54FD24F76AE5", "682BFEE13DC6CA7B67EDA94FDA588514FA8276ED4D45A77BFCC03CB38571DE6C", "SHA256", "Kommservice LLC", "Sectigo RSA Code Signing CA", "Sep 16 00:00:00 2020 GMT", "Sep 16 23:59:59 2021 GMT", "ModiLoader"
"2020-11-08 16:45:03", "FC7065ABF8303FB472B8AF85918F5C24", "EDAA880D9A544E8466B94581C7EC519BDC35BF6A1BCAD6CD93E0926D454C1D6F", "SHA256", "DIG IN VISION SP Z O O", "Sectigo RSA Code Signing CA", "Nov  3 00:00:00 2020 GMT", "Nov  3 23:59:59 2021 GMT", "Nemty"
"2020-11-06 10:10:16", "FD8C468CC1B45C9CFB41CBD8C835CC9E", "FF49545409D4DA5FDC04B7E9A21183C843ACC5B90DDE211C2B8D37859EFC42F8", "SHA256", "Pivo ZLoun s.r.o.", "Sectigo RSA Code Signing CA", "Oct 30 00:00:00 2020 GMT", "Oct 30 23:59:59 2021 GMT", "Quakbot"
"2020-11-05 08:16:32", "B61B8E71514059ADC604DA05C283E514", "1C80F062DAF22A99EF516E542AA51374247A2072E7A56EDB982FC6DDD0898684", "SHA256", "APP DIVISION ApS", "Sectigo RSA Code Signing CA", "Oct 22 00:00:00 2020 GMT", "Oct 22 23:59:59 2021 GMT", "Quakbot"
"2020-11-03 10:09:10", "FA3DCAC19B884B44EF4F81541184D6B0", "6557117E37296D7FDCAC23F20B57E3D52CABDB8E5AA24D3B78536379D57845BE", "SHA256", "Unicom Ltd", "Sectigo RSA Code Signing CA", "Oct 27 00:00:00 2020 GMT", "Oct 27 23:59:59 2021 GMT", "Osiris"
"2020-11-02 08:34:02", "70E1EBD170DB8102D8C28E58392E5632", "90D67006BE03F2254E1DA76D4EA7DC24372C4F30B652857890F9D9A391E9279C", "SHA256", "Equal Cash Technologies Limited", "Sectigo RSA Code Signing CA", "Sep  5 00:00:00 2020 GMT", "Sep  5 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:33:54", "6CFA5050C819C4ACBB8FA75979688DFF", "E7241394097402BF9E32C87CADA4BA5E0D1E9923F028683713C2F339F6F59FA9", "SHA256", "Elite Web Development Ltd.", "Sectigo RSA Code Signing CA", "Jul  2 00:00:00 2020 GMT", "Jul  2 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:33:37", "B8164F7143E1A313003AB0C834562F1F", "263C636C5DE68F0CD2ADF31B7AEBC18A5E00FC47A5E2124E2A5613B9A0247C1E", "SHA256", "Ekitai Data Inc.", "Sectigo RSA Code Signing CA", "Aug 25 00:00:00 2020 GMT", "Aug 25 23:59:59 2021 GMT", "TA505"
"2020-11-02 08:33:33", "E3C7CC0950152E9CEEAD4304D01F6C89", "82975E3E21E8FD37BB723DE6FDB6E18DF9D0E55F0067CC77DD571A52025C6724", "SHA256", "DNS KOMPLEKT", "Sectigo RSA Code Signing CA", "Jun  8 00:00:00 2020 GMT", "Jun  8 23:59:59 2021 GMT", "Gozi"
"2020-11-02 08:33:08", "C04F5D17AF872CB2C37E3367FE761D0D", "7F52ECE50576FCC7D66E028ECEC89D3FAEDEEEDB953935E215AAC4215C9F4D63", "SHA256", "DES SP Z O O", "Sectigo RSA Code Signing CA", "Jul 12 00:00:00 2020 GMT", "Jul 12 23:59:59 2021 GMT", "Netfilim"
"2020-11-02 08:32:59", "5C7E78F53C31D6AA5B45DE14B47EB5C4", "F91D436C1C7084B83007F032EF48FECDA382FF8B81320212ADB81E462976AD5A", "SHA256", "Cubic Information Systems", "Sectigo RSA Code Signing CA", "Jan 24 00:00:00 2020 GMT", "Jan 23 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:32:28", "7156EC47EF01AB8359EF4304E5AF1A05", "59FE580974E2F813C2A00B4BE01ACD46C94FDEA89A3049433CD5BA5A2D96666D", "SHA256", "BOREC", "Sectigo RSA Code Signing CA", "Aug 14 00:00:00 2020 GMT", "Aug 14 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:31:39", "B2E730B0526F36FAF7D093D48D6D9997", "10DD41EB9225B615E6E4F1DCE6690BD2C8D055F07D4238DB902F3263E62A04A9", "SHA256", "Bamboo Connect s.r.o.", "Sectigo RSA Code Signing CA", "Aug 13 00:00:00 2020 GMT", "Aug 13 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:31:30", "2C90EAF4DE3AFC03BA924C719435C2A3", "6B916111FFBD6736AFA569D7D940ADA544DAF3B18213A0DA3025B20973A577DC", "SHA256", "AntiFIX s.r.o.", "Sectigo RSA Code Signing CA", "Apr  3 00:00:00 2020 GMT", "Apr  3 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:30:47", "BDC81BC76090DAE0EEE2E1EB744A4F9A", "A3B0A1CD3998688F294838758688F96ADEE7D5AA98EC43709B8868D6914E96C1", "SHA256", "ALM4U GmbH", "Sectigo RSA Code Signing CA", "Jan 24 00:00:00 2020 GMT", "Jan 23 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:30:36", "E38259CF24CC702CE441B683AD578911", "16304D4840D34A641F58FE7C94A7927E1BA4B3936638164525BEDC5A406529F8", "SHA256", "Akhirah Technologies Inc.", "Sectigo RSA Code Signing CA", "Aug 13 00:00:00 2020 GMT", "Aug 13 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:29:19", "4929AB561C812AF93DDB9758B545F546", "0946BF998F8A463A1C167637537F3EBA35205B748EFC444A2E7F935DC8DD6DC7", "SHA256", "Everything Wow s.r.o.", "Sectigo RSA Code Signing CA", "Jul  9 00:00:00 2020 GMT", "Jul  9 23:59:59 2021 GMT", "TA505"
"2020-11-02 08:29:16", "B649A966410F62999C939384AF553919", "A0C6CD25E1990C0D03B6EC1AD5A140F2C8014A8C2F1F4F227EE2597DF91A8B6C", "SHA256", "F.A.T. SARL", "Sectigo RSA Code Signing CA", "May 27 00:00:00 2020 GMT", "May 27 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:27:39", "E04A344B397F752A45B128A594A3D6B5", "D73229F3B7C2025A5A56E6E189BE8A9120F1B3B0D8A78B7F62EFF5C8D2293330", "SHA256", "Highweb Ireland Operations Limited", "Sectigo RSA Code Signing CA", "Aug 18 00:00:00 2020 GMT", "Aug 18 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:27:19", "A7989F8BE0C82D35A19E7B3DD4BE30E5", "3E93AADB509B542C065801F04CFFB34956F84EE8C322D65C7AE8E23D27FE5FBF", "SHA256", "Instamix Limited", "Sectigo RSA Code Signing CA", "Aug 22 00:00:00 2020 GMT", "Aug 22 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:25:59", "39F56251DF2088223CC03494084E6081", "66F32CF78B8F685A2C6F5BF361C9B0F9A9678DE11A8E7931E2205D0EF65AF05C", "SHA256", "Inter Med Pty. Ltd.", "Sectigo RSA Code Signing CA", "Mar  6 00:00:00 2020 GMT", "Mar  6 23:59:59 2021 GMT", "Nefilim"
"2020-11-02 08:24:53", "9CFBB4C69008821AAACECDE97EE149AB", "6C7E917A2CC2B2228D6D4A0556BDA6B2DB9F06691749D2715AF9A6A283EC987B", "SHA256", "Kivaliz Prest s.r.l.", "Sectigo RSA Code Signing CA", "May 27 00:00:00 2020 GMT", "May 27 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 08:24:26", "8CFF807EDAF368A60E4106906D8DF319", "C97D809C73F376CDF8062329B357B16C9DA9D14261895CD52400F845A2D6BDB1", "SHA256", "KRAFT BOKS OOO", "Sectigo RSA Code Signing CA", "Aug 21 00:00:00 2020 GMT", "Aug 21 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:23:52", "2924785FD7990B2D510675176DAE2BED", "ADBC44FDA783B5FA817F66147D911FB81A0E2032A1C1527D1B3ADBE55F9D682D", "SHA256", "Neoopt LLC", "Sectigo RSA Code Signing CA", "Jul 14 00:00:00 2020 GMT", "Jul 14 23:59:59 2021 GMT", "NetSupport"
"2020-11-02 08:23:31", "690910DC89D7857C3500FB74BED2B08D", "DFEB986812BA9F2AF6D4FF94C5D1128FA50787951C07B4088F099A5701F1A1A4", "SHA256", "OLIMP STROI", "Sectigo RSA Code Signing CA", "Aug 13 00:00:00 2020 GMT", "Aug 13 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:22:11", "F4D2DEF53BCCB0DD2B7D54E4853A2FC5", "D5431403BA7B026666E72C675AAC6C46720583A60320C5C2C0F74331FE845C35", "SHA256", "PETROYL GROUP", "Sectigo RSA Code Signing CA", "Jul 27 00:00:00 2020 GMT", "Jul 27 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 08:21:10", "56D576A062491EA0A5877CED418203A1", "B22E022F030CF1E760A7DF84D22E78087F3EA2ED262A4B76C8B133871C58213B", "SHA256", "Silvo LLC", "Sectigo RSA Code Signing CA", "Aug 20 00:00:00 2020 GMT", "Aug 20 23:59:59 2021 GMT", "Various malware"
"2020-11-02 08:20:57", "4152169F22454ED604D03555B7AFB175", "A1561CACD844FCB62E9E0A8EE93620B3B7D4C3F4BD6F3D6168129136471A7FDB", "SHA256", "SMACKTECH SOFTWARE LIMITED", "Sectigo RSA Code Signing CA", "Jul 27 00:00:00 2020 GMT", "Jul 27 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:20:40", "41D05676E0D31908BE4DEAD3486AEAE3", "E6E597527853EE64B45D48897E3CA4331F6CC08A88CC57FF2045923E65461598", "SHA256", "Rov SP Z O O", "Sectigo RSA Code Signing CA", "Jul 15 00:00:00 2020 GMT", "Jul 15 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:20:21", "13C7B92282AAE782BFB00BAF879935F4", "C253CCE2094C0A4EC403518D4FBF18C650E5434759BC690758CB3658B75C8BAA", "SHA256", "THE WIZARD GIFT CORPORATION", "Sectigo RSA Code Signing CA", "Sep 29 00:00:00 2020 GMT", "Sep 29 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:20:18", "D627F1000D12485995514BFBDEFC55D9", "5FAC3A6484E93F62686E12DE3611F7A5251009D541F65E8FE17DECC780148052", "SHA256", "THREE D CORPORATION PTY LTD", "Sectigo RSA Code Signing CA", "Aug 17 00:00:00 2020 GMT", "Aug 17 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:19:37", "62205361A758B00572D417CBA014F007", "83E851E8C50F9D7299363181F2275EDC194037BE8CB6710762D2099E0B3F31C6", "SHA256", "UNITEKH-S", "Sectigo RSA Code Signing CA", "May 21 00:00:00 2020 GMT", "May 21 23:59:59 2021 GMT", "NetWire"
"2020-11-02 08:18:28", "566AC16A57B132D3F64DCED14DE790EE", "2E44464A5907AC46981BEBD8EED86D8DEEC9A4CFAFDF1652C8BA68551D4443FF", "SHA256", "Unirad LLC", "Sectigo RSA Code Signing CA", "Jul 12 00:00:00 2020 GMT", "Jul 12 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:18:11", "661BA8F3C9D1B348413484E9A49502F7", "4CA944C9B69F72BE3E95F385BDBC70FC7CFF4C3EBB76A365BF0AB0126B277B2D", "SHA256", "Unique Digital Services Ltd.", "Sectigo RSA Code Signing CA", "Jul 11 00:00:00 2020 GMT", "Jul 11 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 08:17:28", "92D9B92F8CF7A1BA8B2C025BE730C300", "B891C96BD8548C60FA86B753F0C4A4CCC7AB51256B4EE984B5187C62470F9396", "SHA256", "UPLagga Systems s.r.o.", "Sectigo RSA Code Signing CA", "Aug 22 00:00:00 2020 GMT", "Aug 22 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:17:09", "E5AD42C509A7C24605530D35832C091E", "17B1F6FFC569ACD2CF803C4AC24A7F9828D8D14F6B057E65EFDB5C93CC729351", "SHA256", "VESNA", "Sectigo RSA Code Signing CA", "Sep  4 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "Quakbot"
